from_currency_code,from_currency_name,to_currency_code,to_currency_name,exchange_rate,last_refreshed,time_zone
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 15:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 15:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 15:46:04,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 15:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 16:00:05,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 16:00:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 16:01:07,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 16:01:41,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 16:15:02,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 16:15:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 16:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 16:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 16:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 16:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 16:46:03,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 16:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 17:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 17:00:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 17:01:02,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 17:01:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 17:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 17:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 17:16:03,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 17:16:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 17:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 17:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 17:31:04,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 17:31:34,UTC
EUR,Euro,USD,United States Dollar,1.13266446,2018-08-17 17:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.00390015,2018-08-17 17:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27000415,2018-08-17 17:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00898742,2018-08-17 17:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-17 17:55:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27304,2018-08-17 17:55:00,UTC
EUR,Euro,USD,United States Dollar,1.14118,2018-08-17 17:55:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-17 17:55:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-17 18:10:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-17 18:10:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27403,2018-08-17 18:10:00,UTC
EUR,Euro,USD,United States Dollar,1.14244,2018-08-17 18:10:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27429,2018-08-17 18:25:00,UTC
EUR,Euro,USD,United States Dollar,1.14282,2018-08-17 18:25:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-17 18:25:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-17 18:30:00,UTC
EUR,Euro,USD,United States Dollar,1.14388,2018-08-17 18:40:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 18:40:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27455,2018-08-17 18:40:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0043,2018-08-17 18:40:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 18:55:00,UTC
EUR,Euro,USD,United States Dollar,1.14437,2018-08-17 18:55:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0041,2018-08-17 19:00:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27471,2018-08-17 18:55:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27441,2018-08-17 19:10:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 19:10:00,UTC
EUR,Euro,USD,United States Dollar,1.14395,2018-08-17 19:10:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0044,2018-08-17 19:10:00,UTC
EUR,Euro,USD,United States Dollar,1.14406,2018-08-17 19:25:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27441,2018-08-17 19:25:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-17 19:25:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 19:30:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0043,2018-08-17 19:40:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 19:40:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27501,2018-08-17 19:40:00,UTC
EUR,Euro,USD,United States Dollar,1.14419,2018-08-17 19:40:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-17 19:55:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 19:55:00,UTC
EUR,Euro,USD,United States Dollar,1.14417,2018-08-17 19:55:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27492,2018-08-17 19:55:00,UTC
EUR,Euro,USD,United States Dollar,1.14413,2018-08-17 20:14:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27488,2018-08-17 20:15:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0038,2018-08-17 20:16:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 20:16:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 20:30:00,UTC
EUR,Euro,USD,United States Dollar,1.14392,2018-08-17 20:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27484,2018-08-17 20:30:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0045,2018-08-17 20:30:00,UTC
EUR,Euro,USD,United States Dollar,1.14386,2018-08-17 20:45:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27506,2018-08-17 20:45:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 20:46:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.004,2018-08-17 20:46:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:00:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:00:00,UTC
EUR,Euro,USD,United States Dollar,1.14373,2018-08-17 21:00:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27472,2018-08-17 21:00:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0044,2018-08-17 21:14:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27466,2018-08-17 21:05:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:16:00,UTC
EUR,Euro,USD,United States Dollar,1.14372,2018-08-17 21:04:00,UTC
EUR,Euro,USD,United States Dollar,1.14358,2018-08-17 21:23:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27466,2018-08-17 21:05:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0042,2018-08-17 21:30:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-17 21:44:00,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2754,2018-08-17 21:35:00,UTC
EUR,Euro,USD,United States Dollar,1.1437,2018-08-17 21:35:00,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 00:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27452,2018-08-20 00:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14375,2018-08-20 00:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 00:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2748,2018-08-20 00:15:03,UTC
EUR,Euro,USD,United States Dollar,1.14357,2018-08-20 00:15:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0044,2018-08-20 00:16:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 00:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27501,2018-08-20 00:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 00:30:32,UTC
EUR,Euro,USD,United States Dollar,1.14352,2018-08-20 00:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0044,2018-08-20 00:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 00:45:02,UTC
EUR,Euro,USD,United States Dollar,1.14374,2018-08-20 00:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 00:46:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27504,2018-08-20 00:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0045,2018-08-20 01:00:02,UTC
EUR,Euro,USD,United States Dollar,1.14328,2018-08-20 01:00:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27431,2018-08-20 01:01:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 01:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2743,2018-08-20 01:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0051,2018-08-20 01:15:32,UTC
EUR,Euro,USD,United States Dollar,1.1433,2018-08-20 01:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 01:16:32,UTC
EUR,Euro,USD,United States Dollar,1.14333,2018-08-20 01:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.005,2018-08-20 01:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 01:31:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2741,2018-08-20 01:31:34,UTC
EUR,Euro,USD,United States Dollar,1.14321,2018-08-20 01:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0054,2018-08-20 01:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27426,2018-08-20 01:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 01:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 02:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0049,2018-08-20 02:00:32,UTC
EUR,Euro,USD,United States Dollar,1.14297,2018-08-20 02:01:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27398,2018-08-20 02:01:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0054,2018-08-20 02:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 02:15:33,UTC
EUR,Euro,USD,United States Dollar,1.14308,2018-08-20 02:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27395,2018-08-20 02:16:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.005,2018-08-20 02:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27421,2018-08-20 02:30:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 02:31:06,UTC
EUR,Euro,USD,United States Dollar,1.14322,2018-08-20 02:31:36,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0054,2018-08-20 02:45:02,UTC
EUR,Euro,USD,United States Dollar,1.14287,2018-08-20 02:45:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 02:46:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27402,2018-08-20 02:46:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27431,2018-08-20 03:00:02,UTC
EUR,Euro,USD,United States Dollar,1.14285,2018-08-20 03:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0054,2018-08-20 03:01:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 03:01:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27429,2018-08-20 03:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 03:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0051,2018-08-20 03:16:03,UTC
EUR,Euro,USD,United States Dollar,1.14283,2018-08-20 03:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27451,2018-08-20 03:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 03:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.005,2018-08-20 03:31:02,UTC
EUR,Euro,USD,United States Dollar,1.14295,2018-08-20 03:31:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27471,2018-08-20 03:45:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0054,2018-08-20 03:45:31,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 03:46:03,UTC
EUR,Euro,USD,United States Dollar,1.14296,2018-08-20 03:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27477,2018-08-20 04:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 04:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.005,2018-08-20 04:01:03,UTC
EUR,Euro,USD,United States Dollar,1.14305,2018-08-20 04:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2748,2018-08-20 04:15:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0051,2018-08-20 04:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 04:16:03,UTC
EUR,Euro,USD,United States Dollar,1.14312,2018-08-20 04:16:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.005,2018-08-20 04:30:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 04:30:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27481,2018-08-20 04:31:04,UTC
EUR,Euro,USD,United States Dollar,1.14317,2018-08-20 04:31:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27461,2018-08-20 04:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 04:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 04:46:03,UTC
EUR,Euro,USD,United States Dollar,1.14279,2018-08-20 04:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 05:00:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 05:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14261,2018-08-20 05:01:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2743,2018-08-20 05:01:33,UTC
EUR,Euro,USD,United States Dollar,1.14254,2018-08-20 05:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0049,2018-08-20 05:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27425,2018-08-20 05:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 05:16:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27422,2018-08-20 05:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 05:30:32,UTC
EUR,Euro,USD,United States Dollar,1.14245,2018-08-20 05:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 05:31:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 05:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27422,2018-08-20 05:45:32,UTC
EUR,Euro,USD,United States Dollar,1.14235,2018-08-20 05:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 05:46:33,UTC
EUR,Euro,USD,United States Dollar,1.1424,2018-08-20 06:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 06:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27385,2018-08-20 06:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0047,2018-08-20 06:01:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27333,2018-08-20 06:15:02,UTC
EUR,Euro,USD,United States Dollar,1.14137,2018-08-20 06:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 06:16:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 06:16:33,UTC
EUR,Euro,USD,United States Dollar,1.14122,2018-08-20 06:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 06:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27322,2018-08-20 06:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 06:31:32,UTC
EUR,Euro,USD,United States Dollar,1.14215,2018-08-20 06:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-20 06:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27413,2018-08-20 06:46:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 06:46:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 07:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27381,2018-08-20 07:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14132,2018-08-20 07:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0047,2018-08-20 07:01:33,UTC
EUR,Euro,USD,United States Dollar,1.14176,2018-08-20 07:15:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27377,2018-08-20 07:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 07:16:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 07:16:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 07:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27382,2018-08-20 07:30:33,UTC
EUR,Euro,USD,United States Dollar,1.14186,2018-08-20 07:31:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 07:31:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 07:45:03,UTC
EUR,Euro,USD,United States Dollar,1.14211,2018-08-20 07:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27455,2018-08-20 07:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 07:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27431,2018-08-20 08:00:02,UTC
EUR,Euro,USD,United States Dollar,1.14206,2018-08-20 08:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 08:01:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 08:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27369,2018-08-20 08:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0046,2018-08-20 08:15:32,UTC
EUR,Euro,USD,United States Dollar,1.14152,2018-08-20 08:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 08:16:32,UTC
EUR,Euro,USD,United States Dollar,1.14116,2018-08-20 08:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0043,2018-08-20 08:30:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27366,2018-08-20 08:31:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 08:31:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27414,2018-08-20 08:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 08:45:32,UTC
EUR,Euro,USD,United States Dollar,1.14137,2018-08-20 08:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0043,2018-08-20 08:46:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27356,2018-08-20 09:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0036,2018-08-20 09:00:32,UTC
EUR,Euro,USD,United States Dollar,1.14076,2018-08-20 09:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 09:01:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 09:15:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27357,2018-08-20 09:15:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.003,2018-08-20 09:16:05,UTC
EUR,Euro,USD,United States Dollar,1.14058,2018-08-20 09:16:35,UTC
EUR,Euro,USD,United States Dollar,1.14042,2018-08-20 09:30:01,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27366,2018-08-20 09:30:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 09:31:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0032,2018-08-20 09:31:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 09:45:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0032,2018-08-20 09:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27394,2018-08-20 09:46:03,UTC
EUR,Euro,USD,United States Dollar,1.14081,2018-08-20 09:46:33,UTC
EUR,Euro,USD,United States Dollar,1.14118,2018-08-20 10:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 10:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27395,2018-08-20 10:01:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0036,2018-08-20 10:01:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0038,2018-08-20 10:15:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 10:15:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27351,2018-08-20 10:16:04,UTC
EUR,Euro,USD,United States Dollar,1.14084,2018-08-20 10:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0029,2018-08-20 10:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27317,2018-08-20 10:30:33,UTC
EUR,Euro,USD,United States Dollar,1.1395,2018-08-20 10:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 10:31:33,UTC
EUR,Euro,USD,United States Dollar,1.14056,2018-08-20 10:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2738,2018-08-20 10:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0032,2018-08-20 10:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 10:46:33,UTC
EUR,Euro,USD,United States Dollar,1.1408,2018-08-20 11:00:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0034,2018-08-20 11:00:31,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27512,2018-08-20 11:01:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 11:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2763,2018-08-20 11:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 11:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0039,2018-08-20 11:16:03,UTC
EUR,Euro,USD,United States Dollar,1.1418,2018-08-20 11:16:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-20 11:30:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0041,2018-08-20 11:30:33,UTC
EUR,Euro,USD,United States Dollar,1.1415,2018-08-20 11:31:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27597,2018-08-20 11:31:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27685,2018-08-20 11:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0049,2018-08-20 11:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 11:46:02,UTC
EUR,Euro,USD,United States Dollar,1.1424,2018-08-20 11:46:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2767,2018-08-20 12:00:01,UTC
