from_currency_code,from_currency_name,to_currency_code,to_currency_name,exchange_rate,last_refreshed,time_zone
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 12:00:31,UTC
EUR,Euro,USD,United States Dollar,1.14202,2018-08-20 12:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 12:01:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27628,2018-08-20 12:15:02,UTC
EUR,Euro,USD,United States Dollar,1.14202,2018-08-20 12:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0043,2018-08-20 12:16:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 12:16:34,UTC
EUR,Euro,USD,United States Dollar,1.1419,2018-08-20 12:30:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27582,2018-08-20 12:30:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0049,2018-08-20 12:31:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 12:31:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0047,2018-08-20 12:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27575,2018-08-20 12:45:33,UTC
EUR,Euro,USD,United States Dollar,1.14187,2018-08-20 12:46:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 12:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 13:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27597,2018-08-20 13:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14219,2018-08-20 13:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0053,2018-08-20 13:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-20 13:15:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27641,2018-08-20 13:15:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 13:16:04,UTC
EUR,Euro,USD,United States Dollar,1.14261,2018-08-20 13:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0061,2018-08-20 13:30:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 13:30:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27712,2018-08-20 13:31:04,UTC
EUR,Euro,USD,United States Dollar,1.14351,2018-08-20 13:31:34,UTC
EUR,Euro,USD,United States Dollar,1.14326,2018-08-20 13:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 13:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2771,2018-08-20 13:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0059,2018-08-20 13:46:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0057,2018-08-20 14:00:11,UTC
EUR,Euro,USD,United States Dollar,1.14266,2018-08-20 14:00:41,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27674,2018-08-20 14:01:11,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 14:01:41,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27661,2018-08-20 14:15:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0059,2018-08-20 14:15:32,UTC
EUR,Euro,USD,United States Dollar,1.14311,2018-08-20 14:16:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 14:16:32,UTC
EUR,Euro,USD,United States Dollar,1.14418,2018-08-20 14:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 14:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0064,2018-08-20 14:31:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27714,2018-08-20 14:31:34,UTC
EUR,Euro,USD,United States Dollar,1.14395,2018-08-20 14:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27718,2018-08-20 14:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0063,2018-08-20 14:46:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 14:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 15:00:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0052,2018-08-20 15:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14322,2018-08-20 15:01:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27593,2018-08-20 15:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.006,2018-08-20 15:15:03,UTC
EUR,Euro,USD,United States Dollar,1.14399,2018-08-20 15:15:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 15:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27611,2018-08-20 15:16:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27617,2018-08-20 15:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0048,2018-08-20 15:30:33,UTC
EUR,Euro,USD,United States Dollar,1.14367,2018-08-20 15:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-20 15:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2765,2018-08-20 15:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0053,2018-08-20 15:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 15:46:04,UTC
EUR,Euro,USD,United States Dollar,1.14347,2018-08-20 15:46:34,UTC
EUR,Euro,USD,United States Dollar,1.14381,2018-08-20 16:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0056,2018-08-20 16:00:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-20 16:01:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27631,2018-08-20 16:01:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27736,2018-08-20 16:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 16:15:32,UTC
EUR,Euro,USD,United States Dollar,1.14524,2018-08-20 16:16:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0058,2018-08-20 16:16:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0063,2018-08-20 16:30:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27852,2018-08-20 16:30:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 16:31:05,UTC
EUR,Euro,USD,United States Dollar,1.14627,2018-08-20 16:31:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 16:45:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0065,2018-08-20 16:45:35,UTC
EUR,Euro,USD,United States Dollar,1.14586,2018-08-20 16:46:11,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2783,2018-08-20 16:46:41,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27865,2018-08-20 17:00:03,UTC
EUR,Euro,USD,United States Dollar,1.14584,2018-08-20 17:00:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 17:01:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0068,2018-08-20 17:01:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 17:15:04,UTC
EUR,Euro,USD,United States Dollar,1.14581,2018-08-20 17:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0063,2018-08-20 17:16:14,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27809,2018-08-20 17:16:44,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0064,2018-08-20 17:30:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27823,2018-08-20 17:30:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 17:31:05,UTC
EUR,Euro,USD,United States Dollar,1.14594,2018-08-20 17:31:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.007,2018-08-20 17:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27832,2018-08-20 17:45:33,UTC
EUR,Euro,USD,United States Dollar,1.14582,2018-08-20 17:46:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 17:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 18:00:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0066,2018-08-20 18:00:34,UTC
EUR,Euro,USD,United States Dollar,1.14581,2018-08-20 18:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27794,2018-08-20 18:01:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27836,2018-08-20 18:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 18:15:33,UTC
EUR,Euro,USD,United States Dollar,1.14593,2018-08-20 18:16:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0068,2018-08-20 18:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0073,2018-08-20 18:30:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 18:30:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27849,2018-08-20 18:31:06,UTC
EUR,Euro,USD,United States Dollar,1.1462,2018-08-20 18:31:36,UTC
EUR,Euro,USD,United States Dollar,1.14679,2018-08-20 18:45:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 18:45:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0074,2018-08-20 18:46:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2785,2018-08-20 18:46:36,UTC
EUR,Euro,USD,United States Dollar,1.14669,2018-08-20 19:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 19:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0078,2018-08-20 19:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27854,2018-08-20 19:01:34,UTC
EUR,Euro,USD,United States Dollar,1.14684,2018-08-20 19:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 19:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27853,2018-08-20 19:16:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0074,2018-08-20 19:16:32,UTC
EUR,Euro,USD,United States Dollar,1.14672,2018-08-20 19:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27847,2018-08-20 19:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0078,2018-08-20 19:31:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 19:31:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0074,2018-08-20 19:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27823,2018-08-20 19:45:33,UTC
EUR,Euro,USD,United States Dollar,1.14659,2018-08-20 19:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-20 19:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0078,2018-08-20 20:00:05,UTC
EUR,Euro,USD,United States Dollar,1.14749,2018-08-20 20:00:36,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 20:01:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27877,2018-08-20 20:01:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27912,2018-08-20 20:15:02,UTC
EUR,Euro,USD,United States Dollar,1.14784,2018-08-20 20:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.008,2018-08-20 20:16:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-20 20:16:35,UTC
EUR,Euro,USD,United States Dollar,1.14824,2018-08-20 20:30:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27943,2018-08-20 20:30:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 20:31:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0088,2018-08-20 20:31:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27993,2018-08-20 20:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0087,2018-08-20 20:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 20:46:03,UTC
EUR,Euro,USD,United States Dollar,1.14839,2018-08-20 20:46:34,UTC
EUR,Euro,USD,United States Dollar,1.148,2018-08-20 21:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0081,2018-08-20 21:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27937,2018-08-20 21:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 21:01:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0086,2018-08-20 21:15:09,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 21:15:39,UTC
EUR,Euro,USD,United States Dollar,1.14875,2018-08-20 21:16:09,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2796,2018-08-20 21:16:39,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2797,2018-08-20 21:30:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0086,2018-08-20 21:30:33,UTC
EUR,Euro,USD,United States Dollar,1.1488,2018-08-20 21:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 21:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0085,2018-08-20 21:45:04,UTC
EUR,Euro,USD,United States Dollar,1.14872,2018-08-20 21:45:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27964,2018-08-20 21:46:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 21:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 22:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27962,2018-08-20 22:00:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0089,2018-08-20 22:01:03,UTC
EUR,Euro,USD,United States Dollar,1.1489,2018-08-20 22:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2797,2018-08-20 22:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 22:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0085,2018-08-20 22:16:05,UTC
EUR,Euro,USD,United States Dollar,1.14886,2018-08-20 22:16:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 22:30:05,UTC
EUR,Euro,USD,United States Dollar,1.14887,2018-08-20 22:30:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0088,2018-08-20 22:31:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2792,2018-08-20 22:31:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 22:45:04,UTC
EUR,Euro,USD,United States Dollar,1.1486,2018-08-20 22:45:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0087,2018-08-20 22:46:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27976,2018-08-20 22:46:36,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0088,2018-08-20 23:00:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-20 23:00:33,UTC
EUR,Euro,USD,United States Dollar,1.14916,2018-08-20 23:01:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27981,2018-08-20 23:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.009,2018-08-20 23:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-20 23:15:33,UTC
EUR,Euro,USD,United States Dollar,1.14914,2018-08-20 23:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27988,2018-08-20 23:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0089,2018-08-20 23:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27975,2018-08-20 23:30:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-20 23:31:04,UTC
EUR,Euro,USD,United States Dollar,1.14881,2018-08-20 23:31:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-20 23:45:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0094,2018-08-20 23:45:34,UTC
EUR,Euro,USD,United States Dollar,1.1489,2018-08-20 23:46:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.27996,2018-08-20 23:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 00:00:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0092,2018-08-21 00:00:34,UTC
EUR,Euro,USD,United States Dollar,1.1489,2018-08-21 00:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28019,2018-08-21 00:01:34,UTC
EUR,Euro,USD,United States Dollar,1.14971,2018-08-21 00:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 00:15:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0097,2018-08-21 00:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28054,2018-08-21 00:16:33,UTC
EUR,Euro,USD,United States Dollar,1.14983,2018-08-21 00:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0105,2018-08-21 00:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0091,2018-08-21 00:31:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28082,2018-08-21 00:31:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0122,2018-08-21 00:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28195,2018-08-21 00:45:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 00:46:04,UTC
EUR,Euro,USD,United States Dollar,1.15249,2018-08-21 00:46:34,UTC
EUR,Euro,USD,United States Dollar,1.1522,2018-08-21 01:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2817,2018-08-21 01:00:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0091,2018-08-21 01:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.012,2018-08-21 01:01:33,UTC
EUR,Euro,USD,United States Dollar,1.15267,2018-08-21 01:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0118,2018-08-21 01:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.0091,2018-08-21 01:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28268,2018-08-21 01:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 01:30:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 01:30:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28197,2018-08-21 01:31:04,UTC
EUR,Euro,USD,United States Dollar,1.15173,2018-08-21 01:31:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28236,2018-08-21 01:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0118,2018-08-21 01:45:32,UTC
EUR,Euro,USD,United States Dollar,1.15184,2018-08-21 01:46:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 01:46:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0112,2018-08-21 02:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28236,2018-08-21 02:00:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 02:01:05,UTC
EUR,Euro,USD,United States Dollar,1.15167,2018-08-21 02:01:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00909,2018-08-21 02:15:03,UTC
EUR,Euro,USD,United States Dollar,1.15162,2018-08-21 02:15:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28226,2018-08-21 02:16:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 02:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28219,2018-08-21 02:30:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0112,2018-08-21 02:30:34,UTC
EUR,Euro,USD,United States Dollar,1.15128,2018-08-21 02:31:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 02:31:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28216,2018-08-21 02:45:02,UTC
EUR,Euro,USD,United States Dollar,1.15147,2018-08-21 02:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 02:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 02:46:33,UTC
EUR,Euro,USD,United States Dollar,1.15207,2018-08-21 03:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28253,2018-08-21 03:00:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 03:01:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0118,2018-08-21 03:01:34,UTC
EUR,Euro,USD,United States Dollar,1.15166,2018-08-21 03:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 03:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0111,2018-08-21 03:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28241,2018-08-21 03:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28238,2018-08-21 03:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 03:30:32,UTC
EUR,Euro,USD,United States Dollar,1.15187,2018-08-21 03:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 03:31:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28255,2018-08-21 03:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 03:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 03:46:03,UTC
EUR,Euro,USD,United States Dollar,1.15218,2018-08-21 03:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-21 04:00:03,UTC
EUR,Euro,USD,United States Dollar,1.15244,2018-08-21 04:00:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28309,2018-08-21 04:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 04:01:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28287,2018-08-21 04:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 04:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0112,2018-08-21 04:16:04,UTC
EUR,Euro,USD,United States Dollar,1.15237,2018-08-21 04:16:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 04:30:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0112,2018-08-21 04:30:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28302,2018-08-21 04:31:03,UTC
EUR,Euro,USD,United States Dollar,1.15234,2018-08-21 04:31:33,UTC
EUR,Euro,USD,United States Dollar,1.15325,2018-08-21 04:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28323,2018-08-21 04:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 04:46:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0111,2018-08-21 04:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 05:00:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0116,2018-08-21 05:00:34,UTC
EUR,Euro,USD,United States Dollar,1.15294,2018-08-21 05:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2832,2018-08-21 05:01:34,UTC
EUR,Euro,USD,United States Dollar,1.15294,2018-08-21 05:15:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0113,2018-08-21 05:15:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 05:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28301,2018-08-21 05:16:34,UTC
EUR,Euro,USD,United States Dollar,1.15367,2018-08-21 05:30:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0115,2018-08-21 05:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00907,2018-08-21 05:31:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2838,2018-08-21 05:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0112,2018-08-21 05:45:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00908,2018-08-21 05:45:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28409,2018-08-21 05:46:06,UTC
